prev_filename,new_filename,filename,page_height,page_width,page_height_scaled,page_width_scaled,AuthorID,Overlapped,category,id,x,y,width,height,x_scaled,y_scaled,w_scaled,h_scaled
21eb11c7202b6b4b0aa0270504f7cedd.jpg,21eb11c7202b6b4b0aa0270504f7cedd.jpg,11.jpg,640,877,640.0,467.0467502850627,NA,NA,DLSignature,,359,588,57,57,261,429,41,41
025ef8e00c6a64693214cbfde49490e5.jpeg,025ef8e00c6a64693214cbfde49490e5.jpg,12.jpg,582,800,640.0,465.6,NA,NA,DLSignature,,200,718,126,49,160,574,100,39
025ef8e00c6a64693214cbfde49490e5.jpeg,025ef8e00c6a64693214cbfde49490e5.jpg,12.jpg,582,800,640.0,465.6,NA,NA,DLSignature,,352,681,132,63,281,544,105,50
56ea8e1cd101d.jpeg,56ea8e1cd101d.jpg,13.jpg,2464,3440,640.0,458.4186046511628,NA,NA,DLSignature,,778,2730,763,237,144,507,141,44
93c6236b53be8db68a0f8c9b8e24ca90.jpeg,93c6236b53be8db68a0f8c9b8e24ca90.jpg,14.jpg,600,800,640.0,480.0,NA,NA,DLSignature,,198,501,174,91,158,400,139,72
93c6236b53be8db68a0f8c9b8e24ca90.jpeg,93c6236b53be8db68a0f8c9b8e24ca90.jpg,14.jpg,600,800,640.0,480.0,NA,NA,DLSignature,,352,628,99,53,281,502,79,42
603f099-nakaz-berkutivtsi.jpg,603f099-nakaz-berkutivtsi.jpg,15.jpg,575,719,600.2086956521739,480.0,NA,NA,DLSignature,,264,585,137,87,220,488,114,72
613ae64-mokan.jpg,613ae64-mokan.jpg,16.jpg,690,949,640.0,465.331928345627,NA,NA,DLSignature,,460,512,127,119,310,345,85,80
1000-himik.jpg,1000-himik.jpg,17.jpg,848,1200,640.0,452.26666666666665,NA,NA,DLSignature,,376,820,213,48,200,437,113,25
2020-05-19_004.jpg,2020-05-19_004.jpg,18.jpg,1164,1600,640.0,465.6,NA,NA,DLSignature,,628,976,80,134,251,390,32,53
2021.Prikaz-4-ob-utv.-plana-antikor.jpeg,2021.Prikaz-4-ob-utv.-plana-antikor.jpg,19.jpg,1606,2291,640.0,448.64251418594506,NA,NA,DLSignature,,644,1188,253,165,179,331,70,46
05101f4a1b9b83ef996de883644a602f.jpg,05101f4a1b9b83ef996de883644a602f.jpg,20.jpg,724,1024,640.0,452.5,NA,NA,DLSignature,,242,782,196,79,151,488,122,49
7591e23-monastysky-podannya-original.jpg,7591e23-monastysky-podannya-original.jpg,21.jpg,1240,934,361.5483870967742,480.0,NA,NA,DLSignature,,545,699,286,195,210,270,110,75
17111_900.jpg,17111_900.jpg,22.jpg,647,900,640.0,460.0888888888889,NA,NA,DLSignature,,337,797,78,76,239,566,55,54
17111_900.jpg,17111_900.jpg,22.jpg,647,900,640.0,460.0888888888889,NA,NA,DLSignature,,379,762,164,59,269,541,116,41
122308-1_ru_normal.jpg,122308-1_ru_normal.jpg,23.jpg,674,960,640.0,449.3333333333333,NA,NA,DLSignature,,246,555,207,126,164,370,138,84
122308-2_ru_normal.jpg,122308-2_ru_normal.jpg,24.jpg,682,960,640.0,454.66666666666663,NA,NA,DLSignature,,277,768,222,87,184,512,148,58
122308-2_ru_normal.jpg,122308-2_ru_normal.jpg,24.jpg,682,960,640.0,454.66666666666663,NA,NA,DLSignature,,342,916,55,40,228,610,36,26
176634_800.jpg,176634_800.jpg,25.jpg,598,800,640.0,478.40000000000003,NA,NA,DLSignature,,259,436,185,32,207,348,148,25
201255.jpg,201255.jpg,26.jpg,748,980,628.8770053475936,480.0,NA,NA,DLSignature,,350,774,257,137,224,496,164,87
302519_original.jpg,302519_original.jpg,27.jpg,1239,1754,640.0,452.0866590649943,NA,NA,DLSignature,,685,553,154,113,249,201,56,41
648993_800.png,648993_800.jpg,28.jpg,565,800,640.0,452.0,NA,NA,DLSignature,,298,327,113,39,238,261,90,31
3681320.jpg,3681320.jpg,29.jpg,1654,2339,640.0000000000001,452.56947413424547,NA,NA,DLSignature,,940,1741,268,434,257,476,73,118
129424735.jpg,129424735.jpg,30.jpg,1162,1600,640.0,464.8,NA,NA,DLSignature,,212,841,122,148,84,336,48,59
129424735.jpg,129424735.jpg,30.jpg,1162,1600,640.0,464.8,NA,NA,DLSignature,,248,928,97,127,99,371,38,50
129424735.jpg,129424735.jpg,30.jpg,1162,1600,640.0,464.8,NA,NA,DLSignature,,823,885,115,70,329,354,46,28
129424735.jpg,129424735.jpg,30.jpg,1162,1600,640.0,464.8,NA,NA,DLSignature,,275,1040,154,58,110,416,61,23
129424735.jpg,129424735.jpg,30.jpg,1162,1600,640.0,464.8,NA,NA,DLSignature,,282,1098,103,44,112,439,41,17
203882408_4266810790041794_4832360958661519795_n.jpg,203882408_4266810790041794_4832360958661519795_n.jpg,31.jpg,734,1024,640.0,458.75,NA,NA,DLSignature,,316,803,93,68,197,501,58,42
203882408_4266810790041794_4832360958661519795_n.jpg,203882408_4266810790041794_4832360958661519795_n.jpg,31.jpg,734,1024,640.0,458.75,NA,NA,DLSignature,,364,859,87,64,227,536,54,40
203882408_4266810790041794_4832360958661519795_n.jpg,203882408_4266810790041794_4832360958661519795_n.jpg,31.jpg,734,1024,640.0,458.75,NA,NA,DLSignature,,327,914,130,84,204,571,81,52
244826292_4548557481876916_1299948944678026185_n.jpg,244826292_4548557481876916_1299948944678026185_n.jpg,32.jpg,1407,1875,639.6588486140724,480.0,NA,NA,DLSignature,,841,1025,541,149,286,349,184,50
1310567672_142709_53.jpg,1310567672_142709_53.jpg,33.jpg,1240,1720,640.0,461.39534883720927,NA,NA,DLSignature,,531,1039,494,126,197,386,183,46
1408355763.jpg,1408355763.jpg,34.jpg,538,739,640.0,465.9269282814614,NA,NA,DLSignature,,237,508,210,111,205,439,181,96
1451123196-6457.jpg,1451123196-6457.jpg,35.jpg,720,960,640.0,480.0,NA,NA,DLSignature,,343,837,72,48,228,558,48,32
1460554029_1.jpg,1460554029_1.jpg,36.jpg,800,1124,640.0000000000001,455.5160142348755,NA,NA,DLSignature,,328,875,191,117,186,498,108,66
1492531935_pozharn.signal.jpg,1492531935_pozharn.signal.jpg,37.jpg,597,850,640.0,449.50588235294117,NA,NA,DLSignature,,82,751,103,56,61,565,77,42
755064763365139.jpg,755064763365139.jpg,38.jpg,600,900,640.0,426.6666666666667,NA,NA,DLSignature,,285,637,115,85,202,452,81,60
Article_eId_295881_5578f9527d7b4fc8ab50ff0166f0aaf4.jpg,Article_eId_295881_5578f9527d7b4fc8ab50ff0166f0aaf4.jpg,39.jpg,500,774,640.0,413.4366925064599,NA,NA,DLSignature,,243,536,67,85,200,443,55,70
Article_eId_295881_5578f9527d7b4fc8ab50ff0166f0aaf4.jpg,Article_eId_295881_5578f9527d7b4fc8ab50ff0166f0aaf4.jpg,39.jpg,500,774,640.0,413.4366925064599,NA,NA,DLSignature,,272,582,96,71,224,481,79,58
axlbltc2jg6p9jrsxv9b.jpg,axlbltc2jg6p9jrsxv9b.jpg,40.jpg,600,717,573.6,480.0,NA,NA,DLSignature,,261,482,148,42,208,385,118,33
b4b1f9fac66261959d7fe3ddb1acaa2d.jpg,b4b1f9fac66261959d7fe3ddb1acaa2d.jpg,41.jpg,603,856,640.0,450.84112149532706,NA,NA,DLSignature,,334,643,39,82,249,480,29,61
bb4fe8d5eba0135616a1d96c8bee1094.jpg,bb4fe8d5eba0135616a1d96c8bee1094.jpg,42.jpg,640,536,402.0,480.0,NA,NA,DLSignature,,323,354,90,47,242,265,67,35
bb4fe8d5eba0135616a1d96c8bee1094.jpg,bb4fe8d5eba0135616a1d96c8bee1094.jpg,42.jpg,640,536,402.0,480.0,NA,NA,DLSignature,,101,467,109,59,75,350,81,44
bb3400fd7a187181f93eb2fc17e1f6ef.jpeg,bb3400fd7a187181f93eb2fc17e1f6ef.jpg,43.jpg,960,1280,640.0,480.0,NA,NA,DLSignature,,300,1081,371,136,150,540,185,68
blobid1580748603506.jpg,blobid1580748603506.jpg,44.jpg,776,900,556.7010309278351,480.0,NA,NA,DLSignature,,413,603,132,46,255,372,81,28
blobid1580748603506.jpg,blobid1580748603506.jpg,44.jpg,776,900,556.7010309278351,480.0,NA,NA,DLSignature,,362,692,95,47,223,428,58,29
ca18bc0700809fd11e853368710555bb.jpeg,ca18bc0700809fd11e853368710555bb.jpg,45.jpg,582,800,640.0,465.6,NA,NA,DLSignature,,260,289,191,96,208,231,152,76
cf0f42401a3237852d9c9d4f341a410d.jpg,cf0f42401a3237852d9c9d4f341a410d.jpg,46.jpg,768,873,545.625,480.0,NA,NA,DLSignature,,396,475,186,142,247,296,116,88
contract_for_students_second_page.jpg,contract_for_students_second_page.jpg,47.jpg,1450,2050,640.0,452.6829268292683,NA,NA,DLSignature,,196,1724,183,122,61,538,57,38
d1d0189c0a69a62012988e79a2893242.jpeg,d1d0189c0a69a62012988e79a2893242.jpg,48.jpg,640,744,558.0,480.0,NA,NA,DLSignature,,365,578,83,30,273,433,62,22
d1d0189c0a69a62012988e79a2893242.jpeg,d1d0189c0a69a62012988e79a2893242.jpg,48.jpg,640,744,558.0,480.0,NA,NA,DLSignature,,362,654,75,37,271,490,56,27
d4d9228c3edc161a155b2648cbbf6567.png,d4d9228c3edc161a155b2648cbbf6567.jpg,49.jpg,640,905,640.0,452.5966850828729,NA,NA,DLSignature,,235,676,157,109,166,478,111,77
D-7ujoaXsAc8SHW.jpg,D-7ujoaXsAc8SHW.jpg,50.jpg,766,1024,640.0,478.75,NA,NA,DLSignature,,328,783,321,154,205,489,200,96
d157a250950f3a3a2aa2dbf5da02b57a.jpg,d157a250950f3a3a2aa2dbf5da02b57a.jpg,51.jpg,701,1000,640.0,448.64,NA,NA,DLSignature,,450,804,128,35,288,514,81,22
df417144.jpg,df417144.jpg,52.jpg,850,1169,640.0,465.35500427716,NA,NA,DLSignature,,97,768,89,50,53,420,48,27
df417144.jpg,df417144.jpg,52.jpg,850,1169,640.0,465.35500427716,NA,NA,DLSignature,,506,771,67,38,277,422,36,20
doc-376-img2.jpg,doc-376-img2.jpg,53.jpg,800,842,505.2,480.0,NA,NA,DLSignature,,359,477,128,100,215,286,76,60
dogovor_elektrosnabzheniya_4.jpg,dogovor_elektrosnabzheniya_4.jpg,54.jpg,799,1145,640.0,446.6026200873362,NA,NA,DLSignature,,44,729,100,200,24,407,55,111
dogovor_elektrosnabzheniya_4.jpg,dogovor_elektrosnabzheniya_4.jpg,54.jpg,799,1145,640.0,446.6026200873362,NA,NA,DLSignature,,384,766,131,77,214,428,73,43
doverennost.ewugddxfdppz.png,doverennost.ewugddxfdppz.jpg,55.jpg,1200,1709,640.0,449.38560561732004,NA,NA,DLSignature,,404,745,297,241,151,278,111,90
ec5692c3c30c6908bfa2120356362d49.jpg,ec5692c3c30c6908bfa2120356362d49.jpg,56.jpg,640,760,570.0,480.0,NA,NA,DLSignature,,85,639,98,46,63,479,73,34
ec5692c3c30c6908bfa2120356362d49.jpg,ec5692c3c30c6908bfa2120356362d49.jpg,56.jpg,640,760,570.0,480.0,NA,NA,DLSignature,,356,625,81,63,267,468,60,47
fc9483e-truhanov-rf.jpg,fc9483e-truhanov-rf.jpg,57.jpg,660,816,593.4545454545455,480.0,NA,NA,DLSignature,,306,657,206,102,222,477,149,74
image001-1.png,image001-1.jpg,58.jpg,650,920,640.0,452.17391304347825,NA,NA,DLSignature,,347,757,126,78,241,526,87,54
image1.png,image1.jpg,59.jpg,522,739,640.0,452.0703653585927,NA,NA,DLSignature,,126,548,73,75,109,474,63,64
image1.png,image1.jpg,59.jpg,522,739,640.0,452.0703653585927,NA,NA,DLSignature,,194,26,71,40,168,22,61,34
img03.jpg,img03.jpg,60.jpg,560,800,640.0,448.0,NA,NA,DLSignature,,231,393,174,80,184,314,139,64
invoice_for_students.jpg,invoice_for_students.jpg,61.jpg,1450,2050,640.0,452.6829268292683,NA,NA,DLSignature,,591,1535,204,109,184,479,63,34
invoice_for_students.jpg,invoice_for_students.jpg,61.jpg,1450,2050,640.0,452.6829268292683,NA,NA,DLSignature,,576,1637,309,213,179,511,96,66
kadastrovyiy-pasport-1.jpg,kadastrovyiy-pasport-1.jpg,62.jpg,1155,1600,640.0,462.0,NA,NA,DLSignature,,560,1019,219,144,224,407,87,57
m418d3c83.png,m418d3c83.jpg,63.jpg,1516,2098,640.0,462.4594852240229,NA,NA,DLSignature,,882,1380,247,71,269,420,75,21
miratorg.png,miratorg.jpg,64.jpg,1190,1618,640.0,470.70457354758963,NA,NA,DLSignature,,597,1233,247,254,236,487,97,100
naby.png,naby.jpg,65.jpg,624,832,640.0,480.0,NA,NA,DLSignature,,252,480,193,162,193,369,148,124
original (1).jpg,original (1).jpg,66.jpg,711,960,640.0,474.0,NA,NA,DLSignature,,420,504,136,74,280,336,90,49
original.jpg,original.jpg,67.jpg,2481,3510,640.0,452.3760683760684,NA,NA,DLSignature,,1198,2040,506,160,218,371,92,29
photo_2020-11-16_11-00-29 (1).jpg,photo_2020-11-16_11-00-29 (1).jpg,68.jpg,591,785,637.5634517766497,480.0,NA,NA,DLSignature,,246,538,155,75,199,436,125,60
photo_2020-11-16_11-00-29 (1).jpg,photo_2020-11-16_11-00-29 (1).jpg,68.jpg,591,785,637.5634517766497,480.0,NA,NA,DLSignature,,297,601,82,85,241,488,66,69
PRIKAmu_mvd_PO_os.jpg,PRIKAmu_mvd_PO_os.jpg,69.jpg,1806,2768,640.0,417.5722543352601,NA,NA,DLSignature,,714,1780,435,599,165,411,100,138
prikaz.jpg,prikaz.jpg,70.jpg,1449,2048,640.0,452.8125,NA,NA,DLSignature,,528,1447,339,308,165,452,105,96
prikaz_nablydatelny_sovet-1.jpg,prikaz_nablydatelny_sovet-1.jpg,71.jpg,2480,3504,640.0,452.9680365296803,NA,NA,DLSignature,,1153,2305,383,201,210,421,69,36
prikaz494.jpg,prikaz494.jpg,72.jpg,1649,2317,640.0,455.48554164868364,NA,NA,DLSignature,,538,1622,482,199,148,448,133,54
priloh1.jpg,priloh1.jpg,73.jpg,763,1016,639.1612057667104,480.0,NA,NA,DLSignature,,236,705,182,89,148,443,114,55
primer-zapolneniya-vypiski-iz-protokola-obshchego-sobraniya-sobstvennikov-pomeshchenij-v9.jpg,primer-zapolneniya-vypiski-iz-protokola-obshchego-sobraniya-sobstvennikov-pomeshchenij-v9.jpg,74.jpg,670,894,640.0,479.6420581655481,NA,NA,DLSignature,,361,631,58,49,258,451,41,35
primer-zapolneniya-vypiski-iz-protokola-obshchego-sobraniya-sobstvennikov-pomeshchenij-v9.jpg,primer-zapolneniya-vypiski-iz-protokola-obshchego-sobraniya-sobstvennikov-pomeshchenij-v9.jpg,74.jpg,670,894,640.0,479.6420581655481,NA,NA,DLSignature,,357,685,67,30,255,490,47,21
Risunok (2).jpg,Risunok (2).jpg,75.jpg,727,1000,640.0,465.28000000000003,NA,NA,DLSignature,,255,746,147,55,163,477,94,35
simsdvecfcq.jpg,simsdvecfcq.jpg,76.jpg,580,800,640.0,464.0,NA,NA,DLSignature,,151,647,264,91,120,517,211,72
skanirovan0058.jpg,skanirovan0058.jpg,77.jpg,1240,1753,640.0,452.7096406160867,NA,NA,DLSignature,,550,1350,204,78,200,492,74,28
skanirovan0058.jpg,skanirovan0058.jpg,77.jpg,1240,1753,640.0,452.7096406160867,NA,NA,DLSignature,,532,1448,186,86,194,528,67,31
spravka-o-nesudimosti.jpg,spravka-o-nesudimosti.jpg,78.jpg,600,600,480.0,480.0,NA,NA,DLSignature,,163,485,121,60,130,388,96,48
USB-FSB-04.09.2019-g..jpg,USB-FSB-04.09.2019-g..jpg,79.jpg,848,1200,640.0,452.26666666666665,NA,NA,DLSignature,,457,690,174,70,243,368,92,37
Vikonavchij_komitet_Kovelskoyi_miskoyi_radi_Volinskoyi_oblasti.jpg,Vikonavchij_komitet_Kovelskoyi_miskoyi_radi_Volinskoyi_oblasti.jpg,80.jpg,1654,2338,640.0,452.7630453378956,NA,NA,DLSignature,,756,1922,226,89,206,526,61,24
whatsapp_image_2018-09-10_at_16.57.09.jpeg,whatsapp_image_2018-09-10_at_16.57.09.jpg,81.jpg,759,1080,640.0,449.77777777777777,NA,NA,DLSignature,,319,782,151,137,189,463,89,81
zayavlenie-o-vyhode-iz-sostava-payschikov.jpg,zayavlenie-o-vyhode-iz-sostava-payschikov.jpg,82.jpg,822,683,398.8321167883211,479.99999999999994,NA,NA,DLSignature,,321,626,141,55,187,365,82,32
Датаяшева-К.К.-назначение-приказ.jpg,Датаяшева-К.К.-назначение-приказ.jpg,83.jpg,1132,1600,640.0,452.8,NA,NA,DLSignature,,548,996,270,187,219,398,108,74
допсоглашение-продление (1).jpg,допсоглашение-продление (1).jpg,84.jpg,639,756,567.887323943662,480.0,NA,NA,DLSignature,,75,564,47,44,56,423,35,33
допсоглашение-продление (1).jpg,допсоглашение-продление (1).jpg,84.jpg,639,756,567.887323943662,480.0,NA,NA,DLSignature,,398,556,70,34,298,417,52,25
допсоглашение-продление (1).jpg,допсоглашение-продление (1).jpg,84.jpg,639,756,567.887323943662,480.0,NA,NA,DLSignature,,422,650,68,32,316,488,51,24
допсоглашение-продление (1).jpg,допсоглашение-продление (1).jpg,84.jpg,639,756,567.887323943662,480.0,NA,NA,DLSignature,,29,645,192,72,21,484,144,54
лицензия-ФСБ_2012_1-1.jpg,лицензия-ФСБ_2012_1-1.jpg,85.jpg,2480,3508,640.0,452.4515393386545,NA,NA,DLSignature,,1231,2383,283,327,224,434,51,59
ООО-МАТРОСКИН.jpg,ООО-МАТРОСКИН.jpg,86.jpg,873,1200,640.0,465.59999999999997,NA,NA,DLSignature,,332,888,112,90,177,473,59,48
Письмо-Счетной-палаты-1-лист.jpg,Письмо-Счетной-палаты-1-лист.jpg,87.jpg,1275,1750,640.0,466.2857142857143,NA,NA,DLSignature,,488,1039,575,106,178,379,210,38
приказ на директора 2016.jpg,приказ на директора 2016.jpg,88.jpg,2480,3507,640.0,452.58055317935555,NA,NA,DLSignature,,851,1480,851,636,155,270,155,116
Приказ о введении новой формы удостоверения.jpg,Приказ о введении новой формы удостоверения.jpg,89.jpg,1280,1736,640.0,471.889400921659,NA,NA,DLSignature,,459,948,258,76,169,349,95,28
ПРИКАЗ О внесении изменений в Устав МАДОУ ДС № 26 г.Челябинска.jpg,ПРИКАЗ О внесении изменений в Устав МАДОУ ДС № 26 г.Челябинска.jpg,90.jpg,1131,1600,640.0,452.40000000000003,NA,NA,DLSignature,,634,1033,287,159,253,413,114,63
Приказ-о-сокращении-работника.jpg,Приказ-о-сокращении-работника.jpg,91.jpg,566,731,619.9293286219081,480.0,NA,NA,DLSignature,,328,495,42,35,278,419,35,29
Приказ-о-сокращении-работника.jpg,Приказ-о-сокращении-работника.jpg,91.jpg,566,731,619.9293286219081,480.0,NA,NA,DLSignature,,306,528,44,41,259,447,37,34
приказ-продление.jpg,приказ-продление.jpg,92.jpg,600,651,520.8000000000001,480.0,NA,NA,DLSignature,,274,565,165,59,219,452,132,47
руководитлю об организации подписки_1.jpg,руководитлю об организации подписки_1.jpg,93.jpg,612,792,621.1764705882352,480.0,NA,NA,DLSignature,,312,504,68,101,244,395,53,79
Страховий сертифікат.jpg,Страховий сертифікат.jpg,94.jpg,744,1051,640.0,453.0542340627973,NA,NA,DLSignature,,458,722,179,158,278,439,109,96
_17110137_b.jpg,_17110137_b.jpg,0.jpg,540,752,640.0,459.5744680851064,NA,NA,DLSignature,,224,375,100,96,190,319,85,81
_17110137_b.jpg,_17110137_b.jpg,0.jpg,540,752,640.0,459.5744680851064,NA,NA,DLSignature,,51,571,174,128,43,485,148,108
_17110137_b.jpg,_17110137_b.jpg,0.jpg,540,752,640.0,459.5744680851064,NA,NA,DLSignature,,368,564,67,48,313,480,57,40
0af5f3994c57d39c93b351a1e7238d2a.jpg,0af5f3994c57d39c93b351a1e7238d2a.jpg,1.jpg,524,600,549.618320610687,480.0,NA,NA,DLSignature,,305,569,79,30,279,521,72,27
0f5b237c1ad905ed59a0d74738921f65.jpg,0f5b237c1ad905ed59a0d74738921f65.jpg,2.jpg,800,538,322.8,480.0,NA,NA,DLSignature,,378,486,155,44,226,291,93,26
001.jpg,001.jpg,3.jpg,711,733,494.8523206751055,480.0,NA,NA,DLSignature,,432,594,77,123,291,401,51,83
001--729x1024.jpg,001--729x1024.jpg,4.jpg,729,1024,640.0,455.625,NA,NA,DLSignature,,399,745,29,105,249,465,18,65
01.JPG,01.jpg,5.jpg,700,1021,640.0,438.78550440744374,NA,NA,DLSignature,,383,117,276,84,240,73,173,52
01-ot-22.01.21-FSNSZ-i-MZ-RF-NikitinSS-SuponevaNA.jpg,01-ot-22.01.21-FSNSZ-i-MZ-RF-NikitinSS-SuponevaNA.jpg,6.jpg,1653,2338,640.0,452.48930710008557,NA,NA,DLSignature,,786,1906,349,146,215,521,95,39
1-1024x953.jpg,1-1024x953.jpg,7.jpg,1024,953,446.71875,480.0,NA,NA,DLSignature,,55,338,282,170,25,158,132,79
1a65e72s-960.jpg,1a65e72s-960.jpg,8.jpg,960,1353,640.0,454.1019955654102,NA,NA,DLSignature,,474,749,309,166,224,354,146,78
1ba637e509c38b2378082f1c0029972f.jpg,1ba637e509c38b2378082f1c0029972f.jpg,9.jpg,646,423,314.3034055727554,480.0,NA,NA,DLSignature,,200,306,227,110,148,227,168,81
2be3926f-2084-4c33-8f0d-1472d87d4fb7_cx5_cy0_cw92_w1080_h608.jpg,2be3926f-2084-4c33-8f0d-1472d87d4fb7_cx5_cy0_cw92_w1080_h608.jpg,10.jpg,1080,608,270.22222222222223,480.0,NA,NA,DLSignature,,835,289,107,121,371,128,47,53
2e298edd-f038-43ef-93b5-4f5cff47c756.jpg,2e298edd-f038-43ef-93b5-4f5cff47c756.jpg,11.jpg,480,429,190.66666666666666,213.33333333333331,NA,NA,DLSignature,,211,363,128,64,93,161,56,28
2fb064f32b4eaa09c2bbe5357f095552011f8ed8_628.jpg,2fb064f32b4eaa09c2bbe5357f095552011f8ed8_628.jpg,12.jpg,628,812,620.6369426751593,480.00000000000006,NA,NA,DLSignature,,326,704,199,96,249,538,152,73
2-pometka.jpg,2-pometka.jpg,13.jpg,792,1030,624.2424242424242,480.0,NA,NA,DLSignature,,152,67,243,187,92,40,147,113
3.jpg,3.jpg,14.jpg,800,1145,640.0,447.1615720524017,NA,NA,DLSignature,,220,824,272,127,122,460,152,70
3c7sirhwO30.jpg,3c7sirhwO30.jpg,15.jpg,608,800,631.578947368421,480.0,NA,NA,DLSignature,,281,415,138,65,221,327,108,51
3c7sirhwO30.jpg,3c7sirhwO30.jpg,15.jpg,608,800,631.578947368421,480.0,NA,NA,DLSignature,,381,666,48,73,300,525,37,57
04e4838178451ee3b6b201ae7fce300a.jpg,04e4838178451ee3b6b201ae7fce300a.jpg,16.jpg,880,768,418.9090909090909,479.99999999999994,NA,NA,DLSignature,,521,625,180,102,284,340,98,55
4.jpg,4.jpg,17.jpg,2550,3506,640.0,465.48773531089563,NA,NA,DLSignature,,1364,1717,338,167,248,313,61,30
4afc3d6b6bd911e7e5aad0673bdfaa63.jpg,4afc3d6b6bd911e7e5aad0673bdfaa63.jpg,18.jpg,581,800,640.0,464.8,NA,NA,DLSignature,,301,411,53,115,240,328,42,92
5a560c8062411.jpg,5a560c8062411.jpg,19.jpg,1240,1753,640.0,452.7096406160867,NA,NA,DLSignature,,487,1484,418,180,177,541,152,65
5b1c994s-960.jpg,5b1c994s-960.jpg,20.jpg,960,1317,640.0,466.5148063781321,NA,NA,DLSignature,,388,1077,152,89,188,523,73,43
5b1c994s-960.jpg,5b1c994s-960.jpg,20.jpg,960,1317,640.0,466.5148063781321,NA,NA,DLSignature,,444,1209,137,42,215,587,66,20
5b1c994s-960.jpg,5b1c994s-960.jpg,20.jpg,960,1317,640.0,466.5148063781321,NA,NA,DLSignature,,620,878,180,177,301,426,87,86
5b1c994s-960.jpg,5b1c994s-960.jpg,20.jpg,960,1317,640.0,466.5148063781321,NA,NA,DLSignature,,734,1228,219,67,356,596,106,32
5c1f972c25938491949996.jpg,5c1f972c25938491949996.jpg,21.jpg,600,803,640.0,478.2067247820672,NA,NA,DLSignature,,243,518,212,189,193,412,168,150
5cc3b69s-480.jpg,5cc3b69s-480.jpg,22.jpg,480,678,640.0,453.0973451327434,NA,NA,DLSignature,,263,363,69,73,248,342,65,68
5cc3b69s-1920.jpg,5cc3b69s-1920.jpg,23.jpg,1359,1920,640.0,453.0,NA,NA,DLSignature,,744,1017,198,204,248,339,66,68
5ccaeb410c940.jpg,5ccaeb410c940.jpg,24.jpg,900,1062,566.4,480.0,NA,NA,DLSignature,,416,948,159,110,221,505,84,58
